"@id","STATISTICS_NAME","CYCLE","SURVEY_DATE","OPEN_DATE","SMALL_AREA","COLLECT_AREA","OVERALL_TOTAL_NUMBER","UPDATED_DATE","DESCRIPTION","STAT_NAME.@code","STAT_NAME.$","GOV_ORG.@code","GOV_ORG.$","TITLE.@no","TITLE.$","MAIN_CATEGORY.@code","MAIN_CATEGORY.$","SUB_CATEGORY.@code","SUB_CATEGORY.$","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","TITLE_SPEC.TABLE_NAME"
"0004010951","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","31493","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-5","基本項目（世帯、住宅、機器使用状況等）別-調理食数","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-調理食数"
"0004010952","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","36040","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-6","基本項目（世帯、住宅、機器使用状況等）別-照明の使用状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-照明の使用状況"
"0004010953","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","6647","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-7","基本項目（世帯、住宅、機器使用状況等）別-機器の使用状況（平日のテレビの使用時間、衣類乾燥機の使用頻度）","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-機器の使用状況（平日のテレビの使用時間、衣類乾燥機の使用頻度）"
"0004010954","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","51264","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","3-8","基本項目（世帯、住宅、機器使用状況等）別-省エネルギー行動実施状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-省エネルギー行動実施状況"
"0004010955","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","8993","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","4-1","基本項目（世帯、住宅、機器使用状況等）別-自動車の保有状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-自動車の保有状況"
"0004010956","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","65096","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","4-2","基本項目（世帯、住宅、機器使用状況等）別-自動車の種類、排気量、燃費、使用状況","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-自動車の種類、排気量、燃費、使用状況"
"0004010957","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","16422","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","5","基本項目（世帯、住宅、機器使用状況等）別-エネルギー種別使用用途、家庭で使用しているエネルギー種","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-エネルギー種別使用用途、家庭で使用しているエネルギー種"
"0004010958","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","100969","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-1","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別エネルギー消費量"
"0004010959","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","94446","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別エネルギー消費量"
"0004010960","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","47806","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-3","暖房使用状況別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","暖房使用状況別-月別エネルギー種別エネルギー消費量"
"0004010961","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","39856","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-4","入浴状況、お湯の使い方別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","入浴状況、お湯の使い方別-月別エネルギー種別エネルギー消費量"
"0004010962","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","7526","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-5","調理食数別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","調理食数別-月別エネルギー種別エネルギー消費量"
"0004010963","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","41446","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-6","省エネルギー行動実施状況別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","省エネルギー行動実施状況別-月別エネルギー種別エネルギー消費量"
"0004010964","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","5022","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-1-7","自動車の使用状況別-月別エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","自動車の使用状況別-月別エネルギー種別エネルギー消費量"
"0004010965","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","100969","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別エネルギー消費量"
"0004010966","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","94446","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別エネルギー消費量"
"0004010967","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","47806","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-3","暖房使用状況別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","暖房使用状況別-年間エネルギー種別エネルギー消費量"
"0004010968","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","39856","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-4","入浴状況、お湯の使い方別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","入浴状況、お湯の使い方別-年間エネルギー種別エネルギー消費量"
"0004010969","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","7526","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-5","調理食数別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","調理食数別-年間エネルギー種別エネルギー消費量"
"0004010970","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","41446","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-6","省エネルギー行動実施状況別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","省エネルギー行動実施状況別-年間エネルギー種別エネルギー消費量"
"0004010971","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","5022","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-2-7","自動車の使用状況別-年間エネルギー種別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","自動車の使用状況別-年間エネルギー種別エネルギー消費量"
"0004010972","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","76648","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-1","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別二酸化炭素排出量"
"0004010973","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","65043","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別二酸化炭素排出量"
"0004010974","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","32923","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-3","暖房使用状況別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","暖房使用状況別-月別エネルギー種別二酸化炭素排出量"
"0004010975","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","27448","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-4","入浴状況、お湯の使い方別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","入浴状況、お湯の使い方別-月別エネルギー種別二酸化炭素排出量"
"0004010976","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","5183","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-5","調理食数別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","調理食数別-月別エネルギー種別二酸化炭素排出量"
"0004010977","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","28543","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-6","省エネルギー行動実施状況別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","省エネルギー行動実施状況別-月別エネルギー種別二酸化炭素排出量"
"0004010978","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","5022","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-3-7","自動車の使用状況別-月別エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","自動車の使用状況別-月別エネルギー種別二酸化炭素排出量"
"0004010979","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","76648","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別二酸化炭素排出量"
"0004010980","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","65043","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別二酸化炭素排出量"
"0004010981","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","32923","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-3","暖房使用状況別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","暖房使用状況別-年間エネルギー種別二酸化炭素排出量"
"0004010982","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","27448","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-4","入浴状況、お湯の使い方別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","入浴状況、お湯の使い方別-年間エネルギー種別二酸化炭素排出量"
"0004010983","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","5183","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-5","調理食数別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","調理食数別-年間エネルギー種別二酸化炭素排出量"
"0004010984","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","28543","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-6","省エネルギー行動実施状況別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","省エネルギー行動実施状況別-年間エネルギー種別二酸化炭素排出量"
"0004010985","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","5022","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-4-7","自動車の使用状況別-年間エネルギー種別二酸化炭素排出量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","自動車の使用状況別-年間エネルギー種別二酸化炭素排出量"
"0004010986","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","89914","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別支払金額"
"0004010987","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","108702","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別支払金額"
"0004010988","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","55022","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-3","暖房使用状況別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","暖房使用状況別-年間エネルギー種別支払金額"
"0004010989","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","45872","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-4","入浴状況、お湯の使い方別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","入浴状況、お湯の使い方別-年間エネルギー種別支払金額"
"0004010990","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","8662","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-5","調理食数別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","調理食数別-年間エネルギー種別支払金額"
"0004010991","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","47702","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-6","省エネルギー行動実施状況別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","省エネルギー行動実施状況別-年間エネルギー種別支払金額"
"0004010992","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","19764","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","6-5-7","自動車の使用状況別-年間エネルギー種別支払金額","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","自動車の使用状況別-年間エネルギー種別支払金額"
"0004010993","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","61920","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-1","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別エネルギー消費量"
"0004010994","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","65043","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-2","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別エネルギー消費量"
"0004010995","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","32923","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-3","参考：暖房使用状況別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","参考：暖房使用状況別-年間用途別エネルギー消費量"
"0004010996","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","23433","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-4","参考：入浴状況、お湯の使い方別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","参考：入浴状況、お湯の使い方別-年間用途別エネルギー消費量"
"0004010997","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","2993","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-5","参考：調理食数別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","参考：調理食数別-年間用途別エネルギー消費量"
"0004010998","平成29年度　家庭部門のCO2排出実態統計調査 全国","年度次","201704-201803","2024-03-26","0","全国","28543","2024-03-26","","00650408","家庭部門のCO2排出実態統計調査","00650","環境省","7-1-6","参考：省エネルギー行動実施状況別-年間用途別エネルギー消費量","14","司法・安全・環境","05","環境","平成29年度　家庭部門のCO2排出実態統計調査","全国","参考：省エネルギー行動実施状況別-年間用途別エネルギー消費量"
